Results_Name,VSPAERO_History
Results_Timestamp,1759253980
Results_Date,9,30,2025
Results_Time,13,39,40
Alpha,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,5.377911104999999990e-03,6.520938361000000287e-03,6.580265208000000109e-03,6.751351929000000245e-03,6.748697480000000366e-03
CDo,9.332579383000000339e-03,9.439026341000000472e-03,9.446978790999999848e-03,9.455606938999999364e-03,9.461286939000000326e-03
CDt,5.318102090999999969e-03,6.280666427999999878e-03,5.852406099000000139e-03,5.740204888000000408e-03,6.102232095999999585e-03
CDtot,1.471049048700000077e-02,1.595996470199999989e-02,1.602724399900000082e-02,1.620695886799999874e-02,1.620998441799999940e-02
CDtott,1.465068147300000075e-02,1.571969276899999948e-02,1.529938488999999999e-02,1.519581182699999977e-02,1.556351903400000035e-02
CFx,2.044148987999999927e-03,1.888522909999999896e-04,-3.576231740000000107e-04,-6.077333840000000414e-04,-9.713846099999999973e-04
CFxi,-7.306044396000000406e-03,-9.269819683999999324e-03,-9.824444737999999538e-03,-1.008323441600000002e-02,-1.045303392400000024e-02
CFxo,9.350193383999999899e-03,9.458671974999999232e-03,9.466821563999999745e-03,9.475501032999999323e-03,9.481649313999999593e-03
CFy,1.842793422999999950e-03,-7.403287999999999582e-06,-1.139409929999999997e-04,-1.048382179999999978e-04,-2.949709899999999980e-05
CFyi,1.840330213000000064e-03,-6.680417000000000282e-06,-1.136542539999999945e-04,-1.046774600000000059e-04,-2.943470600000000102e-05
CFyo,2.463209999999999833e-06,-7.228710000000000412e-07,-2.867390000000000108e-07,-1.607579999999999894e-07,-6.239299999999999496e-08
CFz,-1.454192197099999917e-01,-1.809614668389999959e-01,-1.879796533510000034e-01,-1.929004229969999984e-01,-1.970916898350000002e-01
CFzi,-1.452130794489999988e-01,-1.807739006719999986e-01,-1.877939932819999991e-01,-1.927149728099999959e-01,-1.969113441439999945e-01
CFzo,-2.061402609999999887e-04,-1.875661669999999963e-04,-1.856600690000000033e-04,-1.854501869999999929e-04,-1.803456909999999989e-04
CL,-1.446876963519999892e-01,-1.802563942619999915e-01,-1.872955029310000019e-01,-1.922193461039999884e-01,-1.964263581990000063e-01
CLi,-1.452972635670000123e-01,-1.808939194230000103e-01,-1.879356372190000013e-01,-1.928604459409999916e-01,-1.970730789659999871e-01
CLo,6.095672139999999987e-04,6.375251610000000129e-04,6.401342890000000316e-04,6.410998380000000217e-04,6.467207680000000092e-04
CMx,-1.489668117100000078e-02,-8.241532840000000528e-04,-1.877325010000000015e-04,-1.977513020000000107e-04,-2.568892349999999823e-04
CMxi,-1.490658758699999961e-02,-8.246654650000000185e-04,-1.878852010000000043e-04,-1.978868329999999875e-04,-2.570223140000000260e-04
CMxo,9.906417000000000396e-06,5.121819999999999736e-07,1.526990000000000096e-07,1.355319999999999989e-07,1.330789999999999967e-07
CMy,5.447743024499999975e-02,6.423368677099999813e-02,6.866767317600000475e-02,7.202360019499999544e-02,7.265207828899999942e-02
CMyi,5.183496370400000192e-02,6.155707455099999892e-02,6.599356929300000119e-02,6.935009435300000524e-02,6.997870257499999580e-02
CMyo,2.642466541000000006e-03,2.676612219000000081e-03,2.674103882000000102e-03,2.673505842000000170e-03,2.673375714000000153e-03
CMz,4.992608000000000159e-04,8.510178000000000092e-06,-4.159438099999999738e-05,-3.965538100000000121e-05,-1.965007200000000020e-05
CMzi,5.367058010000000032e-04,1.039448099999999986e-05,-4.101938099999999696e-05,-3.916465699999999693e-05,-1.906265200000000168e-05
CMzo,-3.744500199999999687e-05,-1.884302999999999982e-06,-5.750000000000000004e-07,-4.907240000000000470e-07,-5.874210000000000294e-07
CS,1.842793422999999950e-03,-7.403287999999999582e-06,-1.139409929999999997e-04,-1.048382179999999978e-04,-2.949709899999999980e-05
CSi,1.840330213000000064e-03,-6.680417000000000282e-06,-1.136542539999999945e-04,-1.046774600000000059e-04,-2.943470600000000102e-05
CSo,2.463209999999999833e-06,-7.228710000000000412e-07,-2.867390000000000108e-07,-1.607579999999999894e-07,-6.239299999999999496e-08
E,1.007514030300000057e-01,1.287916460809999941e-01,1.377605080019999872e-01,1.413987068520000112e-01,1.477013601009999899e-01
FC_AoA_,-5.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.417173599999999922e+01
FC_Cref_,1.088920000000000110e+00
FC_Mach_,1.499999999999999944e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,3.870000000000000000e+06
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.619368700000000061e+01
FC_Vinf_,5.100000000000000000e+01
FC_Xcg_,1.774861999999999940e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,7.545150000000000468e-01
L/D,-9.877118896475000298e+00,-1.133423054503199978e+01,-1.172601086167900064e+01,-1.189985410042499936e+01,-1.215751193082800086e+01
Mach,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1759253980
Results_Date,9,30,2025
Results_Time,13,39,40
Alpha,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,4.266346814000000071e-03,5.103141287999999991e-03,5.201164985000000275e-03,5.329641621999999662e-03,5.272518908999999747e-03
CDo,9.286218659999999694e-03,9.348464340999999844e-03,9.353851409000000366e-03,9.357427217999999755e-03,9.358907285000000673e-03
CDt,4.257392793999999897e-03,4.953345480000000307e-03,4.775045894999999790e-03,4.778514581000000046e-03,4.975781034000000165e-03
CDtot,1.355256547399999976e-02,1.445160562900000070e-02,1.455501639399999977e-02,1.468706883999999942e-02,1.463142619300000086e-02
CDtott,1.354361145399999959e-02,1.430180982099999928e-02,1.412889730299999973e-02,1.413594179999999936e-02,1.433468831899999997e-02
CFx,7.956284920000000760e-03,8.485534463000000624e-03,8.194602513999999296e-03,7.943286923000000138e-03,7.497152911000000246e-03
